actions,calories,carbs,fat,name,restaurant
http://chubbygrub.com/food/ham-sandwich-on-harvest-bread-lf-whole/,410,60,7,Ham Sandwich on Harvest Bread – LF (Whole),Corner Bakery Cafe
http://chubbygrub.com/food/hamburger-7/,290,32,12,Hamburger,Jack in the Box
http://chubbygrub.com/food/hamburger-with-cheese-2/,330,32,15,Hamburger with Cheese,Jack in the Box
http://chubbygrub.com/food/high-diving-veggies-with-ranch-dressing/,210,5,20,High Diving Veggies w/ ranch dressing,Denny's
http://chubbygrub.com/food/home-plate-mashed-potatoes-with-brown-gravy/,140,52,6,Home Plate Mashed Potatoes w/ brown gravy,Denny's
http://chubbygrub.com/food/homestyle-fries-kids/,240,35,10,Homestyle Fries – Kids,Arby's
http://chubbygrub.com/food/honest-kids-super-fruit-punch/,40,10,0,Honest Kids Super Fruit Punch,Ruby Tuesday
http://chubbygrub.com/food/horizon-milk-chocolate/,150,22,2.5,Horizon Milk – Chocolate,Corner Bakery Cafe
http://chubbygrub.com/food/horizon-milk-white/,110,13,2.5,Horizon Milk – White,Corner Bakery Cafe
http://chubbygrub.com/food/hot-dog-kids/,290,22,17,Hot Dog Kids’,Dairy Queen
http://chubbygrub.com/food/ice-cream-vanilla-four-fluid-ounces/,140,15,7,"Ice Cream, Vanilla (4 fluid ounces)",FATZ
http://chubbygrub.com/food/italian-wedding-soup/,100,9,4,Italian Wedding Soup,Corner Bakery Cafe
http://chubbygrub.com/food/joey-sirloin/,188,0,6,Joey Sirloin,Outback Steakhouse
http://chubbygrub.com/food/jr-roast-beef/,210,24,8,Jr Roast Beef,Arby's
http://chubbygrub.com/food/california-grille-v-whole/,610,64,26,California Grille – V (Whole),Corner Bakery Cafe
http://chubbygrub.com/food/chicken-pomodori-combo/,370,35,14,Chicken Pomodori (Combo),Corner Bakery Cafe
http://chubbygrub.com/food/chicken-pomodori-whole/,740,70,28,Chicken Pomodori (Whole),Corner Bakery Cafe
http://chubbygrub.com/food/corned-beef-reuben-combo/,380,39,18,Corned Beef Reuben (Combo),Corner Bakery Cafe
http://chubbygrub.com/food/corned-beef-reuben-whole/,760,78,37,Corned Beef Reuben (Whole),Corner Bakery Cafe
http://chubbygrub.com/food/corner-club-combo/,365,36,15,Corner Club (Combo),Corner Bakery Cafe
http://chubbygrub.com/food/corner-club-whole/,730,71,31,Corner Club (Whole),Corner Bakery Cafe
http://chubbygrub.com/food/green-chile-and-chicken-combo/,370,36,13,Green Chile & Chicken (Combo),Corner Bakery Cafe
http://chubbygrub.com/food/green-chile-and-chicken-whole/,740,72,27,Green Chile & Chicken (Whole),Corner Bakery Cafe
http://chubbygrub.com/food/grilled-ham-and-swiss-combo/,340,35,11,Grilled Ham & Swiss (Combo),Corner Bakery Cafe
http://chubbygrub.com/food/grilled-ham-and-swiss-whole/,680,70,22,Grilled Ham & Swiss (Whole),Corner Bakery Cafe
http://chubbygrub.com/food/chicken-carbonara-combo/,680,62,33,Chicken Carbonara – (Combo),Corner Bakery Cafe
http://chubbygrub.com/food/chicken-carbonara-entree/,1190,99,62,Chicken Carbonara – (Entrée),Corner Bakery Cafe
http://chubbygrub.com/food/chicken-fettuccine-carbonara/,1440,107,82,Chicken Fettuccine Carbonara,Applebee's
http://chubbygrub.com/food/chicken-fried-chicken-withcountry-gravy-2/,690,74,33,Chicken Fried Chicken w/Country Gravy,IHOP
http://chubbygrub.com/food/chicken-fried-chicken-withsausage-gravy-2/,750,77,37,Chicken Fried Chicken w/Sausage Gravy,IHOP
http://chubbygrub.com/food/chicken-fried-steak-2/,470,36,28,Chicken Fried Steak,Church's
http://chubbygrub.com/food/chicken-fried-steak-includes-mashed-potato-gravy-and-vegetable/,1260,118,61,"Chicken Fried Steak (includes mashed potato, gravy & vegetable)",Applebee's
http://chubbygrub.com/food/chicken-marsala/,810,61,35,Chicken Marsala,Romano's Macaroni Grill
http://chubbygrub.com/food/chicken-marsala-2/,770,59,37,Chicken Marsala,Olive Garden
http://chubbygrub.com/food/chicken-mushroom-alfredo-bake/,400,37,17,Chicken Mushroom Alfredo Bake,Fazoli's
http://chubbygrub.com/food/jr-fish-2/,150,7,3,Jr. Fish,IHOP
http://chubbygrub.com/food/jr-fresh-fruit-dish-2/,80,21,0,Jr. Fresh Fruit Dish,IHOP
http://chubbygrub.com/food/jr-grand-slam/,380,39,19,Jr. Grand Slam®,Denny's
http://chubbygrub.com/food/jr-scrambled-egg-and-pancake-2/,180,23,4.5,Jr. Scrambled Egg & Pancake,IHOP
http://chubbygrub.com/food/junior-ribs/,364,2,26,Junior Ribs,Outback Steakhouse
http://chubbygrub.com/food/kid-beef-minis/,779,58,46,Kid Beef Minis,Ruby Tuesday
http://chubbygrub.com/food/kid-chicken-breast/,282,19,11,Kid Chicken Breast,Ruby Tuesday
http://chubbygrub.com/food/kid-chicken-tenders/,434,27,21,Kid Chicken Tenders,Ruby Tuesday
http://chubbygrub.com/food/kid-chop-steak/,464,18,33,Kid Chop Steak,Ruby Tuesday
http://chubbygrub.com/food/kid-fried-shrimp/,444,41,23,Kid Fried Shrimp,Ruby Tuesday
http://chubbygrub.com/food/kid-grilled-cheese/,664,76,31,Kid Grilled Cheese,Ruby Tuesday
http://chubbygrub.com/food/kid-mac-n-cheese/,680,61,37,Kid Mac ‘n Cheese,Ruby Tuesday
http://chubbygrub.com/food/kid-pasta-marinara/,469,86,7,Kid Pasta Marinara,Ruby Tuesday
http://chubbygrub.com/food/kid-pasta-marinara-with-linguini/,405,72,7,Kid Pasta Marinara (with linguini),Ruby Tuesday
http://chubbygrub.com/food/kid-side-of-apples/,59,16,0,Kid Side of Apples,Ruby Tuesday
http://chubbygrub.com/food/kid-side-of-grapes/,27,7,0,Kid Side of Grapes,Ruby Tuesday
http://chubbygrub.com/food/kid-side-of-white-cheddar-mashed-potatoes/,112,11,7,Kid Side of White Cheddar Mashed Potatoes,Ruby Tuesday
http://chubbygrub.com/food/chicken-on-the-barbie-with-seasonal-veggies/,401,21,7,Chicken On The Barbie With Seasonal Veggies,Outback Steakhouse
http://chubbygrub.com/food/chicken-parmesan-2/,910,89,34,Chicken Parmesan,Atlanta Bread Company
http://chubbygrub.com/food/chicken-parmesan-3/,940,74,57,Chicken Parmesan,Romano's Macaroni Grill
http://chubbygrub.com/food/chicken-parmigano/,1000,108,39,Chicken Parmigano,Fazoli's
http://chubbygrub.com/food/chicken-parmigiana/,570,67,18,Chicken Parmigiana,Olive Garden
http://chubbygrub.com/food/chicken-parmigiana-2/,1090,79,49,Chicken Parmigiana,Olive Garden
http://chubbygrub.com/food/chicken-penne-and-peppers/,340,37,12,Chicken Penne & Peppers,Fazoli's
http://chubbygrub.com/food/chicken-pot-pie-without-salad/,981,77,56,Chicken Pot Pie w/o salad,FATZ
http://chubbygrub.com/food/chicken-scaloppine/,1180,55,81,Chicken Scaloppine,Romano's Macaroni Grill
http://chubbygrub.com/food/chicken-scampi/,740,57,38,Chicken Scampi,Olive Garden
http://chubbygrub.com/food/chicken-scampi-2/,1070,88,53,Chicken Scampi,Olive Garden
http://chubbygrub.com/food/chicken-strips-with-bread-add-choices/,760,84,29,Chicken Strips w/ bread (add choices),Denny's
http://chubbygrub.com/food/chicken-tender/,170,11,10,Chicken Tender,Captain D's
http://chubbygrub.com/food/chicken-tenders-and-popcorn-shrimp/,1120,110,62,Chicken Tenders & Popcorn Shrimp,Buffalo Wild Wings
http://chubbygrub.com/food/chicken-under-a-brick/,1440,24,115,Chicken Under A Brick,Romano's Macaroni Grill
http://chubbygrub.com/food/chicken-vino-bianco/,760,53,39,Chicken Vino Bianco,Olive Garden
http://chubbygrub.com/food/chili-cheese-dog/,380,23,24,Chili Cheese Dog,Dairy Queen
http://chubbygrub.com/food/chili-dog/,330,24,20,Chili Dog,Dairy Queen
http://chubbygrub.com/food/classic-barbecue-half-rack/,500,29,24,Classic Barbecue Half-Rack,Ruby Tuesday
http://chubbygrub.com/food/classic-calabash-and-gold-ribs/,1214,135,51,Classic Calabash and Gold Ribs,FATZ
http://chubbygrub.com/food/classic-calabash-chicken-dinner/,505,59,10,Classic Calabash Chicken Dinner,FATZ
http://chubbygrub.com/food/classic-cheeseburger/,628,30,42,Classic Cheeseburger,FATZ
http://chubbygrub.com/food/kid-sundae/,392,53,19,Kid Sundae,Ruby Tuesday
http://chubbygrub.com/food/kid-turkey-minis/,679,58,36,Kid Turkey Minis,Ruby Tuesday
http://chubbygrub.com/food/kids-3-chicken-fingers/,200,10,12,Kid’s (3 Chicken Fingers),Charley's Grilled Subs
http://chubbygrub.com/food/kids-apple-juice/,80,20,0,Kid’s Apple Juice,Corner Bakery Cafe
http://chubbygrub.com/food/kids-apple-slices/,20,8,0,Kid’s Apple Slices,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-banana-malt/,471,73,18,Kid’s Banana Malt,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-banana-milkshake/,378,59,15,Kid’s Banana Milkshake,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-berry-juice/,90,21,0,Kid’s Berry Juice,Corner Bakery Cafe
http://chubbygrub.com/food/kids-cheeseburger/,550,,23,Kid’s Cheeseburger,Carl's Jr.
http://chubbygrub.com/food/kids-chocolate-malt/,509,83,18,Kid’s Chocolate Malt,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-chocolate-milk/,274,39,9,Kid’s Chocolate Milk,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-chocolate-milkshake/,437,71,16,Kid’s Chocolate Milkshake,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-freckled-lemonade/,80,21,0,Kid’s Freckled Lemonade,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-freckled-lemonade-light/,31,8,0,Kid’s Freckled Lemonade light,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-hamburger/,490,,18,Kid’s Hamburger,Carl's Jr.
http://chubbygrub.com/food/kids-hand-breaded-chicken-tenders-2-pieces/,220,,12,Kid’s Hand-Breaded Chicken Tenders™ (2 pieces),Carl's Jr.
http://chubbygrub.com/food/kids-mandarin-oranges/,28,7,0,Kid’s Mandarin Oranges,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-melon-wedges/,61,15,0,Kid’s Melon Wedges,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-milk/,220,16,12,Kid’s Milk,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-mint-brownie-shake/,479,66,24,Kid’s Mint Brownie Shake,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-peach-malt/,471,73,18,Kid’s Peach Malt,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-peach-milkshake/,378,59,15,Kid’s Peach Milkshake,Red Robin Gourmet Burgers
http://chubbygrub.com/food/classic-creamy-mac-n-cheese/,1230,91,73,Classic Creamy Mac ‘N’ Cheese,Red Robin Gourmet Burgers
http://chubbygrub.com/food/classic-fatz-famous-fish-blackened/,427,54,12,"Classic FATZ Famous Fish, Blackened",FATZ
http://chubbygrub.com/food/classic-fatz-famous-fish-fried/,303,22,12,"Classic FATZ Famous Fish, Fried",FATZ
http://chubbygrub.com/food/classic-fatz-famous-fish-key-west-style/,462,48,18,"Classic FATZ Famous Fish, Key West Style",FATZ
http://chubbygrub.com/food/classic-fatz-fish-and-chips/,792,81,38,Classic FATZ Fish and Chips,FATZ
http://chubbygrub.com/food/classic-lite-grilledshrimp-skewer/,318,50,2,Classic Lite GrilledShrimp Skewer,FATZ
http://chubbygrub.com/food/classic-sirloin/,1010,59,60,Classic Sirloin,Chili's
http://chubbygrub.com/food/classic-sirloin-lunch-combo/,360,7,18,Classic Sirloin (Lunch Combo),Chili's
http://chubbygrub.com/food/classic-smothered-chopped-steak/,953,43,64,Classic Smothered Chopped Steak,FATZ
http://chubbygrub.com/food/clucks-and-fries/,1452,100,92,Clucks & Fries,Red Robin Gourmet Burgers
http://chubbygrub.com/food/clucks-and-shrimp-combo/,1067,69,70,Clucks & Shrimp Combo,Red Robin Gourmet Burgers
http://chubbygrub.com/food/coconut-shrimp-3/,321,27,19,Coconut Shrimp,Captain D's
http://chubbygrub.com/food/coney-chili-cheese-dog/,380,28,23,Coney (Chili) Cheese Dog,A&W Restaurants
http://chubbygrub.com/food/coney-chili-dog/,340,26,20,Coney (Chili) Dog,A&W Restaurants
http://chubbygrub.com/food/country-fried-steak-with-gravy-add-choices/,1170,74,74,Country  –  Fried Steak w/ gravy (add choices),Denny's
http://chubbygrub.com/food/kids-raspberry-malt/,666,99,18,Kid’s Raspberry Malt,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-raspberry-milkshake/,271,33,15,Kid’s Raspberry Milkshake,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-rookie-magic-milkshake/,586,83,27,Kid’s Rookie Magic Milkshake,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-root-beer-float/,138,30,3,Kid’s Root Beer Float,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-side-baby-carrots-and-ranch/,300,6,30,Kid’s Side Baby Carrots & Ranch,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-side-broccoli/,20,4,0,Kid’s Side Broccoli,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-side-salad/,38,7,1,Kid’s Side Salad,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-snow-crab/,90,7,1,Kid’s Snow Crab,Joe's Crab Shack
http://chubbygrub.com/food/kids-steak-fries/,217,30,9,Kid’s Steak Fries,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-strawberry-malt/,426,62,18,Kid’s Strawberry Malt,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-strawberry-milkshake/,334,48,15,Kid’s Strawberry Milkshake,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-strawberry-smoothie/,122,30,0,Kid’s Strawberry Smoothie,Red Robin Gourmet Burgers
http://chubbygrub.com/food/country-fried-steak-2/,1044,96,62,Country Fried Steak,FATZ
http://chubbygrub.com/food/country-fried-steak-with-peppered-white-gravy/,420,25,29,Country Fried Steak with Peppered White Gravy,KFC
http://chubbygrub.com/food/country-fried-steak-without-peppered-white-gravy/,390,21,27,Country Fried Steak without Peppered White Gravy,KFC
http://chubbygrub.com/food/country-style-fish/,195,14,10,Country Style Fish,Captain D's
http://chubbygrub.com/food/country-fried-steak/,1270,120,71,Country-Fried Steak,Chili's
http://chubbygrub.com/food/country-chicken-fried-steak-dinner-withcountry-gravy-2/,830,82,38,Country/Chicken Fried Steak Dinner w/Country Gravy,IHOP
http://chubbygrub.com/food/country-chicken-fried-steak-dinner-withsausage-gravy-2/,940,88,46,Country/Chicken Fried Steak Dinner w/Sausage Gravy,IHOP
http://chubbygrub.com/food/crab-cake/,174,12,11,Crab Cake,Captain D's
http://chubbygrub.com/food/crab-cake-dinner/,1470,82,109,Crab Cake Dinner,Joe's Crab Shack
http://chubbygrub.com/food/crawfish-half-n-half/,860,72,47,Crawfish Half ‘n Half,Joe's Crab Shack
http://chubbygrub.com/food/crispy-chicken-strips-3/,1010,89,56,Crispy Chicken Strips,IHOP
http://chubbygrub.com/food/crispy-shrimp-3/,260,26,13,Crispy Shrimp,Panda Express
http://chubbygrub.com/food/dockside-grill-trio/,806,73,35,Dockside Grill Trio,Ruby Tuesday
http://chubbygrub.com/food/ec-drumstick-value-box/,440,39,25,EC Drumstick Value Box,KFC
http://chubbygrub.com/food/ec-thigh-value-box/,630,45,39,EC Thigh Value Box,KFC
http://chubbygrub.com/food/eggplant-parmesan/,950,76,56,Eggplant Parmesan,Romano's Macaroni Grill
http://chubbygrub.com/food/eggplant-parmigiana/,850,98,35,Eggplant Parmigiana,Olive Garden
http://chubbygrub.com/food/eggplant-parmigiana-2/,620,70,26,Eggplant Parmigiana,Olive Garden
http://chubbygrub.com/food/eggplant-parmigiana-3/,850,98,35,Eggplant Parmigiana,Olive Garden
http://chubbygrub.com/food/eggplant-quadratini/,910,115,33,Eggplant Quadratini,Romano's Macaroni Grill
http://chubbygrub.com/food/ensenada-chicken-platter-1pc/,579,24,36,Ensenada Chicken Platter 1pc,Red Robin Gourmet Burgers
http://chubbygrub.com/food/ensenada-chicken-platter-2pc/,720,24,38,Ensenada Chicken Platter 2pc,Red Robin Gourmet Burgers
http://chubbygrub.com/food/farfalle/,450,91,4,Farfalle,Romano's Macaroni Grill
http://chubbygrub.com/food/fettuccine-alfredo/,1180,91,73,Fettuccine Alfredo,Romano's Macaroni Grill
http://chubbygrub.com/food/kids-sundae/,376,49,18,Kid’s Sundae,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-vanilla-malt/,414,60,18,Kid’s Vanilla Malt,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-vanilla-milkshake/,323,45,15,Kid’s Vanilla Milkshake,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-4oz-sirloin-steak/,140,0,7,Kids 4oz Sirloin Steak,Applebee's
http://chubbygrub.com/food/kids-apple-juice-675-oz/,70,17,0,Kids Apple Juice (6.75 oz),Applebee's
http://chubbygrub.com/food/kids-applesauce-side/,50,27,0,Kids Applesauce side,Applebee's
http://chubbygrub.com/food/kids-banana-freeze/,247,53,9,Kids Banana Freeze,FATZ
http://chubbygrub.com/food/kids-calabash-chicken/,335,39,7,Kids Calabash Chicken,FATZ
http://chubbygrub.com/food/kids-celery-side-with-dressing/,220,5,22,Kids Celery side with Dressing,Applebee's
http://chubbygrub.com/food/kids-cheese-pizza-2/,550,44,31,Kids Cheese Pizza,Applebee's
http://chubbygrub.com/food/kids-cheese-quesadilla/,503,47,25,Kids Cheese Quesadilla,FATZ
http://chubbygrub.com/food/kids-cheese-quesadilla-7/,219,23,11,Kids Cheese Quesadilla,Taco Bueno
http://chubbygrub.com/food/kids-cheeseburger-2/,506,28,31,Kids Cheeseburger,FATZ
http://chubbygrub.com/food/kids-cheeseburger-slammer/,400,20,26,Kids Cheeseburger Slammer,Buffalo Wild Wings
http://chubbygrub.com/food/kids-chicken-and-cheese-quesadilla/,559,49,26,Kids Chicken and Cheese Quesadilla,FATZ
http://chubbygrub.com/food/kids-chicken-tenders/,240,11,14,Kids Chicken Tenders,Applebee's
http://chubbygrub.com/food/kids-chocolate-milk-1-percent-8oz/,215,36,4,Kids Chocolate Milk (1% 8oz),Applebee's
http://chubbygrub.com/food/kids-corn-dog/,260,28,14,Kids Corn Dog,Applebee's
http://chubbygrub.com/food/fettuccine-alfredo-3/,290,42,8,Fettuccine Alfredo,Fazoli's
http://chubbygrub.com/food/fettuccine-alfredo-4/,800,69,48,Fettuccine Alfredo,Olive Garden
http://chubbygrub.com/food/fettuccine-alfredo-5/,1220,99,75,Fettuccine Alfredo,Olive Garden
http://chubbygrub.com/food/fettuccine-alfredo-with-chicken/,1470,94,88,Fettuccine Alfredo With Chicken,Romano's Macaroni Grill
http://chubbygrub.com/food/fettuccine-alfredo-with-shrimp/,1350,91,87,Fettuccine Alfredo With Shrimp,Romano's Macaroni Grill
http://chubbygrub.com/food/fettuccine-salmone-2/,860,83,35,Fettuccine Salmone,Atlanta Bread Company
http://chubbygrub.com/food/fettuccine-with-alfredo/,800,108,26,Fettuccine with Alfredo,Fazoli's
http://chubbygrub.com/food/fiery-buffalo-hot-wings-value-box/,510,51,28,Fiery Buffalo Hot Wings® Value Box,KFC
http://chubbygrub.com/food/filet-and-grilled-shrimp-on-the-barbie/,563,17,38,Filet & Grilled Shrimp On The Barbie,Outback Steakhouse
http://chubbygrub.com/food/filet-5-oz-and-grilled-shrimp-with-broccoli-no-butter/,475,24,25,Filet 5 oz And Grilled Shrimp With Broccoli No Butter,Outback Steakhouse
http://chubbygrub.com/food/filet-6-oz-and-lobster-tail-4-oz/,632,3,43,Filet 6 oz & Lobster Tail 4 oz,Outback Steakhouse
http://chubbygrub.com/food/filet-with-wild-mushroom-sauce/,388,4,27,Filet With Wild Mushroom Sauce,Outback Steakhouse
http://chubbygrub.com/food/filet/,402,2,21,Filet*,Ruby Tuesday
http://chubbygrub.com/food/fire-wings/,178,4,11,Fire Wings,Ruby Tuesday
http://chubbygrub.com/food/fish-and-chips/,710,,38,Fish & Chips,Carl's Jr.
http://chubbygrub.com/food/fish-and-chips-add-dinner-bread-choice/,1530,145,90,Fish & Chips (add dinner bread choice),Denny's
http://chubbygrub.com/food/kids-eggscellent-combo/,541,33,35,Kids Eggscellent Combo,Ruby Tuesday
http://chubbygrub.com/food/kids-fish-and-chips/,577,57,26,Kids Fish and Chips,FATZ
http://chubbygrub.com/food/kids-french-toast/,315,37,13,Kids French Toast,Ruby Tuesday
http://chubbygrub.com/food/kids-fried-shrimp/,230,16,14,Kids Fried Shrimp,Applebee's
http://chubbygrub.com/food/kids-fries/,226,25,12.5,Kids Fries,Charley's Grilled Subs
http://chubbygrub.com/food/kids-grape-juice-675-oz/,80,20,0,Kids Grape Juice (6.75 oz),Applebee's
http://chubbygrub.com/food/kids-grilled-cheese-hawaiian-bread/,610,51,36,Kids Grilled Cheese (Hawaiian bread),Applebee's
http://chubbygrub.com/food/kids-grilled-cheese-sourdough-bread/,630,54,36,Kids Grilled Cheese (sourdough bread),Applebee's
http://chubbygrub.com/food/kids-grilled-cheese-sandwich/,423,37,25,Kids Grilled Cheese Sandwich,FATZ
http://chubbygrub.com/food/kids-grilled-chicken-sandwich/,230,23,5,Kids Grilled Chicken Sandwich,Applebee's
http://chubbygrub.com/food/kids-grilled-chicken-sandwich-2/,336,29,11,Kids Grilled Chicken Sandwich,FATZ
http://chubbygrub.com/food/kids-grilled-salmon-with-broccoli/,338,8,23,Kids Grilled Salmon with Broccoli,FATZ
http://chubbygrub.com/food/kids-groovy-smoothie/,207,49,2,Kids Groovy Smoothie,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-hamburger-2/,420,26,24,Kids Hamburger,FATZ
http://chubbygrub.com/food/kids-hawaiian-heart-throb-smoothie/,300,69,2,Kids Hawaiian Heart Throb Smoothie,Red Robin Gourmet Burgers
http://chubbygrub.com/food/kids-hot-dog/,330,31,18,Kids Hot Dog,Applebee's
http://chubbygrub.com/food/fit-fare-sweet-and-tangy-bbq-chicken-with-broccoli-and-corn/,630,56,13,Fit Fare® Sweet & Tangy BBQ Chicken w/ broccoli & corn,Denny's
http://chubbygrub.com/food/kids-hot-fudge-sundae/,350,45,18,Kids Hot Fudge Sundae,Applebee's
http://chubbygrub.com/food/kids-kraft-macaroni-and-cheese/,300,45,9,Kids Kraft Macaroni and Cheese,Applebee's
http://chubbygrub.com/food/kids-meal-cheeseburger-2/,560,59,29,Kids Meal – Cheeseburger,Hardee's
http://chubbygrub.com/food/applebees-riblets-basket/,1115,92,55,Applebee’s Riblets Basket,Applebee's
http://chubbygrub.com/food/applebees-riblets-platter/,1705,134,86,Applebee’s Riblets Platter,Applebee's
http://chubbygrub.com/food/double-glazed-baby-back-ribs/,1345,95,72,Double-Glazed Baby Back Ribs,Applebee's
http://chubbygrub.com/food/double-glazed-baby-back-ribs-half-rack/,935,88,49,Double-Glazed Baby Back Ribs – Half Rack,Applebee's
http://chubbygrub.com/food/memphis-dry-rub-ribs/,1990,137,111,Memphis Dry Rub Ribs,Chili's
http://chubbygrub.com/food/memphis-dry-rub-ribs-half-rack/,1080,82,57,Memphis Dry Rub Ribs (1/2 rack),Chili's
http://chubbygrub.com/food/original-ribs/,2170,137,123,Original Ribs,Chili's
http://chubbygrub.com/food/original-ribs-half-rack/,1140,75,63,Original Ribs (1/2 rack),Chili's
http://chubbygrub.com/food/shiner-bock-bbq-ribs/,2310,168,123,Shiner Bock® BBQ Ribs,Chili's
http://chubbygrub.com/food/shiner-bock-bbq-ribs-half-rack/,1200,91,63,Shiner Bock® BBQ Ribs (1/2 rack),Chili's
http://chubbygrub.com/food/bbq-chicken-pizza-2/,320,52,5,Bbq Chicken Pizza,Atlanta Bread Company
http://chubbygrub.com/food/cheese-flatizza/,390,42,16,Cheese Flatizza™,Subway
http://chubbygrub.com/food/cheese-stuffed-pizza-sticks/,270,35,8,Cheese Stuffed Pizza Sticks,Fazoli's
http://chubbygrub.com/food/chicken-alfredo-pizza/,1310,164,46,Chicken Alfredo Pizza,Olive Garden
http://chubbygrub.com/food/chicken-broccoli-florentine/,500,53,19,Chicken Broccoli Florentine,Fazoli's
http://chubbygrub.com/food/chicken-pesto-calzone-2/,840,95,33,Chicken Pesto Calzone,Atlanta Bread Company
http://chubbygrub.com/food/create-your-own-pizza-with-cheese-and-sauce-only/,930,148,22,Create Your Own Pizza (with cheese and sauce only),Olive Garden
http://chubbygrub.com/food/four-cheese-pizza-2/,530,46,23,Four Cheese Pizza,Atlanta Bread Company
http://chubbygrub.com/food/italian-sausage-pizza/,1100,100,52,Italian Sausage Pizza,Romano's Macaroni Grill
http://chubbygrub.com/food/margherita-pizza-2/,480,43,22,Margherita Pizza,Atlanta Bread Company
http://chubbygrub.com/food/margherita-pizza-3/,840,101,31,Margherita Pizza,Romano's Macaroni Grill
http://chubbygrub.com/food/pepperoni-classico/,300,32,13,Pepperoni Classico,Fazoli's
http://chubbygrub.com/food/pepperoni-flatizza/,500,43,26,Pepperoni Flatizza™,Subway
http://chubbygrub.com/food/pepperoni-pizza-2/,340,44,10,Pepperoni Pizza,Atlanta Bread Company
http://chubbygrub.com/food/pepperoni-stuffed-pizza-sticks/,280,35,9,Pepperoni Stuffed Pizza Sticks,Fazoli's
http://chubbygrub.com/food/primo-pepperoni-pizza/,980,97,41,Primo Pepperoni Pizza,Romano's Macaroni Grill
http://chubbygrub.com/food/roasted-chicken-and-arugula-flatbread/,1060,83,50,Roasted Chicken & Arugula Flatbread,Romano's Macaroni Grill
http://chubbygrub.com/food/smoky-shrimp-flatbread/,1180,77,66,Smoky Shrimp Flatbread,Romano's Macaroni Grill
http://chubbygrub.com/food/spicy-italian-flatizza/,490,43,25,Spicy Italian Flatizza™,Subway
http://chubbygrub.com/food/triple-cheese/,290,32,12,Triple Cheese,Fazoli's
http://chubbygrub.com/food/tuscan-chicken/,480,55,17,Tuscan Chicken,Fazoli's
http://chubbygrub.com/food/veggie-flatizza/,410,44,17,Veggie Flatizza™,Subway
http://chubbygrub.com/food/white-pizza-2/,460,46,22,White Pizza,Atlanta Bread Company
http://chubbygrub.com/food/wild-mushroom-and-goat-cheese-flatbread/,910,83,46,Wild Mushroom & Goat Cheese Flatbread,Romano's Macaroni Grill
http://chubbygrub.com/food/sweet-tea/,110,27,0,Sweet Tea,McDonald's
http://chubbygrub.com/food/sweet-tea-2/,280,69,0,Sweet Tea,McDonald's
http://chubbygrub.com/food/sweet-tea-3/,180,45,0,Sweet Tea,McDonald's
http://chubbygrub.com/food/sweet-tea-4/,150,36,0,Sweet Tea,McDonald's
http://chubbygrub.com/food/bc-chicken-fajita-taco-with-pico-de-gallo-no-cheese-3/,190,20,6,BC Chicken Fajita Taco With Pico De Gallo (no cheese),Taco Bueno
http://chubbygrub.com/food/bc-crispy-beef-taco-with-pico-de-gallo-no-cheese-3/,170,12,9,BC Crispy Beef Taco With Pico De Gallo (no cheese),Taco Bueno
http://chubbygrub.com/food/bc-crispy-chicken-taco-with-pico-de-gallo-no-cheese-3/,150,12,6,BC Crispy Chicken Taco With Pico De Gallo (no cheese),Taco Bueno
http://chubbygrub.com/food/bc-soft-beef-taco-with-pico-de-gallo-no-cheese-3/,200,19,9,BC Soft Beef Taco With Pico De Gallo (no cheese),Taco Bueno
http://chubbygrub.com/food/bc-soft-chicken-taco-with-pico-de-gallo-no-cheese-3/,180,19,6,BC Soft Chicken Taco With Pico De Gallo (no cheese),Taco Bueno
